0	0
0.36	1
0.361	0
0.72	1
0.721	0
1.08	1
1.081	0
1.44	1
1.441	0
1.8	1
1.801	0
2.16	1
2.161	0
2.52	1
2.521	0
2.88	1
2.881	0
3.24	1
3.241	0
3.6	1
3.601	0
3.96	1
3.961	0
4.32	1
4.321	0
4.68	1
4.681	0
5.04	1
5.041	0
5.4	1
5.401	0
5.76	1
5.761	0
6.12	1
6.121	0
6.48	1
6.481	0
6.84	1
6.841	0
7.2	1
7.201	0
7.56	1
7.561	0
7.92	1
7.921	0
8.28	1
8.281	0
8.64	1
8.641	0
9	1
9.001	0
9.36	1
9.361	0
9.72	1
9.721	0
10.08	1
10.081	0
10.44	1
10.441	0
10.8	1
10.801	0
11.16	1
11.161	0
11.52	1
11.521	0
11.88	1
11.881	0
12.24	1
12.241	0
12.6	1
12.601	0
12.96	1
12.961	0
13.32	1
13.321	0
13.68	1
13.681	0
14.04	1
14.041	0
14.4	1
14.401	0
14.76	1
14.761	0
15.12	1
15.121	0
15.48	1
15.481	0
15.84	1
15.841	0
16.2	1
16.201	0
16.56	1
16.561	0
16.92	1
16.921	0
17.28	1
17.281	0
17.64	1
17.641	0
18	1
18.001	0
18.36	1
18.361	0
18.72	1
18.721	0
19.08	1
19.081	0
19.44	1
19.441	0
19.8	1
19.801	0
20.16	1
20.161	0
20.52	1
20.521	0
20.88	1
20.881	0
21.24	1
21.241	0
21.6	1
21.601	0
21.96	1
21.961	0
22.32	1
22.321	0
22.68	1
22.681	0
23.04	1
23.041	0
23.4	1
23.401	0
23.76	1
23.761	0
24.12	1
24.121	0
24.48	1
24.481	0
24.84	1
24.841	0
25.2	1
25.201	0
25.56	1
25.561	0
25.92	1
25.921	0
26.28	1
26.281	0
26.64	1
26.641	0
27	1
27.001	0
27.36	1
27.361	0
27.72	1
27.721	0
28.08	1
28.081	0
28.44	1
28.441	0
28.8	1
28.801	0
29.16	1
29.161	0
29.52	1
29.521	0
29.88	1
29.881	0
30.24	1
30.241	0
30.6	1
30.601	0
30.96	1
30.961	0
31.32	1
31.321	0
31.68	1
31.681	0
32.04	1
32.041	0
32.4	1
32.401	0
32.76	1
32.761	0
33.12	1
33.121	0
33.48	1
33.481	0
33.84	1
33.841	0
34.2	1
34.201	0
34.56	1
34.561	0
34.92	1
34.921	0
35.28	1
35.281	0
35.64	1
35.641	0
36	1
36.001	0
36.36	1
36.361	0
36.72	1
36.721	0
37.08	1
37.081	0
37.44	1
37.441	0
37.8	1
37.801	0
38.16	1
38.161	0
38.52	1
38.521	0
38.88	1
38.881	0
39.24	1
39.241	0
39.6	1
39.601	0
39.96	1
39.961	0
40.32	1
40.321	0
40.68	1
40.681	0
41.04	1
41.041	0
41.4	1
41.401	0
41.76	1
41.761	0
42.12	1
42.121	0
42.48	1
42.481	0
42.84	1
42.841	0
43.2	1
43.201	0
43.56	1
43.561	0
43.92	1
43.921	0
44.28	1
44.281	0
44.64	1
44.641	0
45	1
45.001	0
45.36	1
45.361	0
45.72	1
45.721	0
46.08	1
46.081	0
46.44	1
46.441	0
46.8	1
46.801	0
47.16	1
47.161	0
47.52	1
47.521	0
47.88	1
47.881	0
48.24	1
48.241	0
48.6	1
48.601	0
48.96	1
48.961	0
49.32	1
49.321	0
49.68	1
49.681	0
50.04	1
50.041	0
50.4	1
50.401	0
50.76	1
50.761	0
51.12	1
51.121	0
51.48	1
51.481	0
51.84	1
51.841	0
52.2	1
52.201	0
52.56	1
52.561	0
52.92	1
52.921	0
53.28	1
53.281	0
53.64	1
53.641	0
54	1
54.001	0
54.36	1
54.361	0
54.72	1
54.721	0
55.08	1
55.081	0
55.44	1
55.441	0
55.8	1
55.801	0
56.16	1
56.161	0
56.52	1
56.521	0
56.88	1
56.881	0
57.24	1
57.241	0
57.6	1
57.601	0
57.96	1
57.961	0
58.32	1
58.321	0
58.68	1
58.681	0
59.04	1
59.041	0
59.4	1
59.401	0
59.76	1
59.761	0
60.12	1
60.121	0
60.48	1
60.481	0
60.84	1
60.841	0
61.2	1
61.201	0
61.56	1
61.561	0
61.92	1
61.921	0
62.28	1
62.281	0
62.64	1
62.641	0
63	1
63.001	0
63.36	1
63.361	0
63.72	1
63.721	0
64.08	1
64.081	0
64.44	1
64.441	0
64.8	1
64.801	0
65.16	1
65.161	0
65.52	1
65.521	0
65.88	1
65.881	0
66.24	1
66.241	0
66.6	1
66.601	0
66.96	1
66.961	0
67.32	1
67.321	0
67.68	1
67.681	0
68.04	1
68.041	0
68.4	1
68.401	0
68.76	1
68.761	0
69.12	1
69.121	0
69.48	1
69.481	0
69.84	1
69.841	0
70.2	1
70.201	0
70.56	1
70.561	0
70.92	1
70.921	0
71.28	1
71.281	0
71.64	1
71.641	0
72	1
72.001	0
72.36	1
72.361	0
72.72	1
72.721	0
73.08	1
73.081	0
73.44	1
73.441	0
73.8	1
73.801	0
74.16	1
74.161	0
74.52	1
74.521	0
74.88	1
74.881	0
75.24	1
75.241	0
75.6	1
75.601	0
75.96	1
75.961	0
76.32	1
76.321	0
76.68	1
76.681	0
77.04	1
77.041	0
77.4	1
77.401	0
77.76	1
77.761	0
78.12	1
78.121	0
78.48	1
78.481	0
78.84	1
78.841	0
79.2	1
79.201	0
79.56	1
79.561	0
79.92	1
79.921	0
80.28	1
80.281	0
80.64	1
80.641	0
81	1
81.001	0
81.36	1
81.361	0
81.72	1
81.721	0
82.08	1
82.081	0
82.44	1
82.441	0
82.8	1
82.801	0
83.16	1
83.161	0
83.52	1
83.521	0
83.88	1
83.881	0
84.24	1
84.241	0
84.6	1
84.601	0
84.96	1
84.961	0
85.32	1
85.321	0
85.68	1
85.681	0
86.04	1
86.041	0
86.4	1
86.401	0
86.76	1
86.761	0
87.12	1
87.121	0
87.48	1
87.481	0
87.84	1
87.841	0
88.2	1
88.201	0
88.56	1
88.561	0
88.92	1
88.921	0
89.28	1
89.281	0
89.64	1
89.641	0
90	1
90.001	0
90.36	1
90.361	0
90.72	1
90.721	0
91.08	1
91.081	0
91.44	1
91.441	0
91.8	1
91.801	0
92.16	1
92.161	0
92.52	1
92.521	0
92.88	1
92.881	0
93.24	1
93.241	0
93.6	1
93.601	0
93.96	1
93.961	0
94.32	1
94.321	0
94.68	1
94.681	0
95.04	1
95.041	0
95.4	1
95.401	0
95.76	1
95.761	0
96.12	1
96.121	0
96.48	1
96.481	0
96.84	1
96.841	0
97.2	1
97.201	0
97.56	1
97.561	0
97.92	1
97.921	0
98.28	1
98.281	0
98.64	1
98.641	0
99	1
99.001	0
99.36	1
99.361	0
99.72	1
99.721	0
100.08	1
100.081	0
100.44	1
100.441	0
100.8	1
100.801	0
101.16	1
101.161	0
101.52	1
101.521	0
101.88	1
101.881	0
102.24	1
102.241	0
102.6	1
102.601	0
102.96	1
102.961	0
103.32	1
103.321	0
103.68	1
103.681	0
104.04	1
104.041	0
104.4	1
104.401	0
104.76	1
104.761	0
105.12	1
105.121	0
105.48	1
105.481	0
105.84	1
105.841	0
106.2	1
106.201	0
106.56	1
106.561	0
106.92	1
106.921	0
107.28	1
107.281	0
107.64	1
107.641	0
108	1
108.001	0
108.36	1
108.361	0
108.72	1
108.721	0
109.08	1
109.081	0
109.44	1
109.441	0
109.8	1
109.801	0
110.16	1
110.161	0
110.52	1
110.521	0
110.88	1
110.881	0
111.24	1
111.241	0
111.6	1
111.601	0
111.96	1
111.961	0
112.32	1
112.321	0
112.68	1
112.681	0
113.04	1
113.041	0
113.4	1
113.401	0
113.76	1
113.761	0
114.12	1
114.121	0
114.48	1
114.481	0
114.84	1
114.841	0
115.2	1
115.201	0
115.56	1
115.561	0
115.92	1
115.921	0
116.28	1
116.281	0
116.64	1
116.641	0
117	1
117.001	0
117.36	1
117.361	0
117.72	1
117.721	0
118.08	1
118.081	0
118.44	1
118.441	0
118.8	1
118.801	0
119.16	1
119.161	0
119.52	1
119.521	0
119.88	1
119.881	0
120.24	1
120.241	0
120.6	1
120.601	0
120.96	1
120.961	0
121.32	1
121.321	0
121.68	1
121.681	0
122.04	1
122.041	0
122.4	1
122.401	0
122.76	1
122.761	0
123.12	1
123.121	0
123.48	1
123.481	0
123.84	1
123.841	0
124.2	1
124.201	0
124.56	1
124.561	0
124.92	1
124.921	0
125.28	1
125.281	0
125.64	1
125.641	0
126	1
126.001	0
126.36	1
126.361	0
126.72	1
126.721	0
127.08	1
127.081	0
127.44	1
127.441	0
127.8	1
127.801	0
128.16	1
128.161	0
128.52	1
128.521	0
128.88	1
128.881	0
129.24	1
129.241	0
129.6	1
129.601	0
129.96	1
129.961	0
130.32	1
130.321	0
130.68	1
130.681	0
131.04	1
131.041	0
131.4	1
131.401	0
131.76	1
131.761	0
132.12	1
132.121	0
132.48	1
132.481	0
132.84	1
132.841	0
133.2	1
133.201	0
133.56	1
133.561	0
133.92	1
133.921	0
134.28	1
134.281	0
134.64	1
134.641	0
135	1
135.001	0
135.36	1
135.361	0
135.72	1
135.721	0
136.08	1
136.081	0
136.44	1
136.441	0
136.8	1
136.801	0
137.16	1
137.161	0
137.52	1
137.521	0
137.88	1
137.881	0
138.24	1
138.241	0
138.6	1
138.601	0
138.96	1
138.961	0
139.32	1
139.321	0
139.68	1
139.681	0
140.04	1
140.041	0
140.4	1
140.401	0
140.76	1
140.761	0
141.12	1
141.121	0
141.48	1
141.481	0
141.84	1
141.841	0
142.2	1
142.201	0
142.56	1
142.561	0
142.92	1
142.921	0
143.28	1
143.281	0
143.64	1
143.641	0
144	1
144.001	0
144.36	1
144.361	0
144.72	1
144.721	0
145.08	1
145.081	0
145.44	1
145.441	0
145.8	1
145.801	0
146.16	1
146.161	0
146.52	1
146.521	0
146.88	1
146.881	0
147.24	1
147.241	0
147.6	1
